Outlet_ID,Brand,Outlet_Name,City,State,PIN_Code,Outlet_Format,Primary_Category,Opening_Date,Monthly_Orders,Monthly_Sales_INR,Avg_Order_Value_INR,Customer_Rating,Staff_Count,Delivery_Partners,Monthly_Rent_INR,Preferred_Payment,Service_Mode,Outlet_Status,Ownership_Type
OUT10122,Mcdonald'S,McDonald's - Ranchi 24,Ranchi,Jharkhand,751001.0,High Street,Tacos,2025-03-23,154.0,34918.58,226.74,4.6,21.0,33.0,95460.84,Cash,Takeaway,Open,Company Owned
OUT10123,Mcdonald'S,McDonald's - Coimbatore 12,Coimbatore,Tamil Nadu,641001.0,Mall,Sandwich,2024-02-03,135.0,16853.46,124.84,4.0,9.0,16.0,82809.3,Card,Takeaway,Renovation,Company Owned
OUT10124,Wendy'S,Wendy's - Amritsar 19,Amritsar,Punjab,141001.0,Mall,Coffee & Snacks,2023-03-29,219.0,6501.11,29.69,4.6,5.0,19.0,76145.25,Wallet,Takeaway,Open,Company Owned
OUT10125,Starbucks,Starbucks - Gangtok 27,Gangtok,Sikkim,796001.0,Mall,Burger,2025-06-02,89.0,14233.81,159.93,3.9,26.0,19.0,136729.82,UPI,Delivery,Renovation,Franchise
OUT10126,Burger King,Burger King - Kochi 17,Kochi,Kerala,462001.0,Drive-Thru,Coffee & Snacks,2024-10-12,114.0,30261.44,265.45,3.7,12.0,2.0,140554.02,Cash,Dine-in,Renovation,Company Owned
OUT10127,Wendy'S,Wendy's - Port Blair 34,Port Blair,Andaman And Nicobar Islands,248001.0,Mall,Donuts,2024-07-24,135.0,36122.4,267.57,4.5,21.0,10.0,81599.97,Cash,Takeaway,Closed,Franchise
OUT10128,Taco Bell,Taco Bell - Shimla 26,Shimla,Himachal Pradesh,797001.0,Drive-Thru,Coffee & Snacks,2023-07-10,237.0,20274.53,85.55,3.4,4.0,2.0,79606.88,UPI,Delivery,Open,Franchise
OUT10129,Burger King,Burger King - Varanasi 2,Varanasi,Uttar Pradesh,226001.0,Standalone,Burger,2023-09-26,81.0,9660.7,119.27,4.5,28.0,3.0,99028.27,UPI,Drive-thru,Open,Franchise
OUT10130,Dunkin',Dunkin' - Chandigarh 13,Chandigarh,Chandigarh,799001.0,High Street,Burger,2023-11-16,110.0,22634.01,205.76,3.6,15.0,30.0,99737.46,Unknown,Dine-in,Open,Company Owned
OUT10131,Starbucks,Starbucks - Gangtok 34,Gangtok,Sikkim,248001.0,Mall,Sandwich,2025-09-04,163.0,25907.49,158.94,2.6,26.0,27.0,107390.53,UPI,Delivery,Open,Company Owned
OUT10132,Burger King,Burger King - Kochi 1,Kochi,Kerala,492001.0,High Street,Burger,2023-06-21,221.0,29177.44,132.02,4.5,11.0,34.0,90611.98,Card,Delivery,Open,Company Owned
OUT10133,Pizza Hut,Pizza Hut - Visakhapatnam 20,Visakhapatnam,Andhra Pradesh,781001.0,High Street,Sandwich,2023-01-08,145.0,4205.98,29.01,3.6,10.0,30.0,78226.0,UPI,Drive-thru,Closed,Franchise
OUT10134,Burger King,Burger King - Nagpur 16,Nagpur,Maharashtra,400601.0,Mall,Burger,2024-01-01,78.0,5498.12,70.49,3.6,8.0,28.0,32899.98,Wallet,Delivery,Renovation,Franchise
OUT10135,Domino'S,Domino's - Daman 2,Daman,Dadra And Nagar Haveli And Daman And Diu,799001.0,Food Court,Donuts,2025-07-09,142.0,6969.13,49.08,4.1,19.0,13.0,65038.26,Card,Dine-in,Renovation,Franchise
OUT10136,Pizza Hut,Pizza Hut - Puducherry 4,Puducherry,Puducherry,799001.0,High Street,Sandwich,2024-02-07,104.0,16995.18,163.42,4.0,25.0,8.0,97044.48,Wallet,Delivery,Open,Franchise
OUT10137,Dunkin',Dunkin' - Surat 32,Surat,Gujarat,395001.0,Mall,Coffee & Snacks,2023-08-06,138.0,17530.92,127.04,3.7,16.0,32.0,63230.45,Cash,Takeaway,Open,Company Owned
OUT10138,Taco Bell,Taco Bell - Guwahati 22,Guwahati,Assam,462001.0,Mall,Sandwich,2025-03-20,166.0,15638.21,94.21,2.7,19.0,28.0,78988.93,Card,Takeaway,Renovation,Company Owned
OUT10139,Subway,Subway - Ranchi 18,Ranchi,Jharkhand,171001.0,Mall,Sandwich,2023-07-06,131.0,25247.02,192.73,4.8,25.0,12.0,177005.09,Wallet,Takeaway,Open,Company Owned
OUT10140,Domino'S,Domino's - Shillong 37,Shillong,Meghalaya,834001.0,Mall,Coffee & Snacks,2025-11-24,120.0,24669.79,205.58,4.4,23.0,13.0,26505.0,UPI,Dine-in,Open,Franchise
OUT10141,Domino'S,Domino's - Varanasi 19,Varanasi,Uttar Pradesh,221001.0,High Street,Sandwich,2023-02-25,49.0,3247.22,66.27,4.0,9.0,35.0,66259.33,Card,Drive-thru,Open,Company Owned
OUT10142,Taco Bell,Taco Bell - Itanagar 35,Itanagar,Arunachal Pradesh,403001.0,Drive-Thru,Tacos,2023-05-04,214.0,15819.95,73.92,4.8,25.0,30.0,111781.13,UPI,Takeaway,Open,Company Owned
OUT10143,Wendy'S,Wendy's - Ahmedabad 15,Ahmedabad,Gujarat,380001.0,High Street,Coffee & Snacks,2023-04-22,257.0,1745.44,6.79,4.5,24.0,11.0,76561.8,Cash,Dine-in,Closed,Company Owned
OUT10144,Taco Bell,Taco Bell - Puducherry 34,Puducherry,Puducherry,799001.0,High Street,Sandwich,2024-02-03,167.0,23591.67,141.27,4.0,16.0,4.0,52612.64,Card,Delivery,Renovation,Company Owned
OUT10145,Mcdonald'S,McDonald's - Varanasi 13,Varanasi,Uttar Pradesh,226001.0,Drive-Thru,Pizza,2023-12-25,225.0,22570.29,100.31,4.6,16.0,5.0,142005.07,Wallet,Delivery,Open,Franchise
OUT10146,Pizza Hut,Pizza Hut - Surat 39,Surat,Gujarat,395001.0,Food Court,Fried Chicken,2025-04-08,286.0,21842.18,76.37,3.6,12.0,16.0,99021.85,Card,Drive-thru,Open,Company Owned
OUT10147,Burger King,Burger King - Pune 13,Pune,Maharashtra,400001.0,Food Court,Burger,2023-03-11,210.0,15652.92,74.54,3.6,5.0,5.0,18963.01,Wallet,Dine-in,Closed,Franchise
OUT10148,Wendy'S,Wendy's - Leh 11,Leh,Ladakh,403001.0,Food Court,Fried Chicken,2023-05-29,161.0,18532.98,115.11,3.8,11.0,25.0,90498.25,UPI,Drive-thru,Open,Company Owned
OUT10149,Dunkin',Dunkin' - Itanagar 2,Itanagar,Arunachal Pradesh,396210.0,Mall,Pizza,2025-04-12,154.0,23321.61,151.44,5.0,12.0,15.0,131456.14,UPI,Drive-thru,Open,Franchise
OUT10150,Kfc,KFC - Ranchi 23,Ranchi,Jharkhand,834001.0,Mall,Fried Chicken,2023-10-24,159.0,19876.02,125.01,3.8,7.0,24.0,96171.73,Card,Delivery,Open,Franchise
OUT10151,Subway,Subway - Raipur 39,Raipur,Chhattisgarh,171001.0,Food Court,Donuts,2025-12-25,102.0,19783.79,193.96,3.0,7.0,34.0,127436.31,Card,Takeaway,Open,Franchise
OUT10152,Domino'S,Domino's - Gangtok 26,Gangtok,Sikkim,744101.0,Mall,Donuts,2024-03-14,242.0,14266.68,58.95,3.4,11.0,25.0,50723.42,Card,Delivery,Open,Franchise
OUT10153,Pizza Hut,Pizza Hut - Shimla 14,Shimla,Himachal Pradesh,751001.0,Standalone,Donuts,2025-12-05,179.0,23690.2,132.35,4.5,29.0,31.0,16268.75,Wallet,Drive-thru,Open,Company Owned
OUT10154,Kfc,KFC - Jammu 11,Jammu,Jammu And Kashmir,793001.0,Food Court,Donuts,2025-01-06,221.0,17365.21,78.58,4.6,16.0,35.0,157629.29,Cash,Takeaway,Open,Company Owned
OUT10155,Wendy'S,Wendy's - Surat 5,Surat,Gujarat,395001.0,High Street,Tacos,2025-05-31,131.0,23107.29,176.39,3.8,29.0,33.0,80097.09,Cash,Takeaway,Closed,Company Owned
OUT10156,Kfc,KFC - Shillong 6,Shillong,Meghalaya,248001.0,High Street,Tacos,2024-07-19,229.0,17331.84,75.68,4.5,11.0,27.0,114202.46,UPI,Takeaway,Open,Franchise
OUT10157,Dunkin',Dunkin' - Indore 30,Indore,Madhya Pradesh,797001.0,Mall,Tacos,2025-03-18,220.0,34843.76,158.38,4.4,17.0,5.0,127244.83,Cash,Drive-thru,Open,Franchise
OUT10158,Pizza Hut,Pizza Hut - Mysuru 39,Mysuru,Karnataka,570001.0,High Street,Sandwich,2025-11-08,239.0,23446.85,98.1,3.4,21.0,32.0,147395.22,Wallet,Delivery,Open,Company Owned
OUT10159,Subway,Subway - Indore 39,Indore,Madhya Pradesh,751001.0,Food Court,Donuts,2024-08-09,163.0,31408.25,192.69,4.0,30.0,4.0,145342.2,Card,Drive-thru,Open,Franchise
OUT10160,Taco Bell,Taco Bell - Pune 27,Pune,Maharashtra,411001.0,Standalone,Coffee & Snacks,2024-05-15,184.0,19598.37,106.51,4.6,4.0,32.0,134396.39,Cash,Drive-thru,Renovation,Company Owned
OUT10161,Mcdonald'S,McDonald's - Nashik 35,Nashik,Maharashtra,440001.0,Mall,Sandwich,2025-04-17,194.0,25942.97,133.73,3.5,21.0,35.0,49491.79,Card,Delivery,Open,Company Owned
OUT10162,Domino'S,Domino's - Faridabad 35,Faridabad,Haryana,682553.0,Standalone,Sandwich,2023-03-11,65.0,29423.74,452.67,3.8,22.0,23.0,73235.52,Card,Drive-thru,Open,Franchise
OUT10163,Kfc,KFC - Visakhapatnam 27,Visakhapatnam,Andhra Pradesh,799001.0,Mall,Burger,2025-11-26,154.0,25158.6,163.37,3.4,9.0,34.0,92860.07,Unknown,Dine-in,Open,Company Owned
OUT10164,Mcdonald'S,McDonald's - Vijayawada 40,Vijayawada,Andhra Pradesh,171001.0,Drive-Thru,Pizza,2025-05-19,226.0,14470.15,64.03,5.0,13.0,13.0,123838.2,Wallet,Dine-in,Open,Company Owned
OUT10165,Domino'S,Domino's - Leh 14,Leh,Ladakh,795001.0,Mall,Donuts,2024-07-20,130.0,23572.43,181.33,4.0,18.0,30.0,94279.37,Cash,Drive-thru,Closed,Company Owned
OUT10166,Domino'S,Domino's - Bengaluru 28,Bengaluru,Karnataka,560001.0,Standalone,Sandwich,2024-03-01,137.0,18454.29,134.7,4.1,18.0,12.0,66537.85,UPI,Takeaway,Open,Company Owned
OUT10167,Subway,Subway - Bengaluru 39,Bengaluru,Karnataka,570001.0,Standalone,Sandwich,2024-09-05,132.0,27658.55,209.53,3.9,8.0,24.0,168392.59,Card,Delivery,Renovation,Franchise
OUT10168,Pizza Hut,Pizza Hut - Kavaratti 5,Kavaratti,Lakshadweep,834001.0,High Street,Coffee & Snacks,2024-03-19,190.0,16714.46,87.97,3.9,17.0,27.0,68246.95,Wallet,Dine-in,Open,Company Owned
OUT10169,Pizza Hut,Pizza Hut - Raipur 8,Raipur,Chhattisgarh,682001.0,High Street,Tacos,2025-12-13,172.0,18808.26,109.35,4.0,12.0,33.0,124185.73,UPI,Takeaway,Open,Franchise
OUT10170,Dunkin',Dunkin' - Varanasi 40,Varanasi,Uttar Pradesh,226001.0,High Street,Burger,2025-02-04,121.0,16842.04,139.19,3.6,19.0,20.0,87933.43,Card,Takeaway,Closed,Company Owned
OUT10171,Dunkin',Dunkin' - Jaipur 31,Jaipur,Rajasthan,302001.0,Mall,Sandwich,2025-10-22,145.0,19382.12,133.67,4.5,26.0,27.0,130737.98,Card,Takeaway,Open,Franchise
OUT10172,Kfc,KFC - Kohima 21,Kohima,Nagaland,795001.0,Mall,Donuts,2025-05-24,211.0,10646.51,50.46,4.3,6.0,6.0,89063.84,Unknown,Takeaway,Renovation,Company Owned
OUT10173,Kfc,KFC - Aizawl 35,Aizawl,Mizoram,797001.0,Food Court,Pizza,2025-05-30,149.0,9688.8,65.03,5.0,27.0,4.0,44378.5,UPI,Drive-thru,Open,Company Owned
OUT10174,Subway,Subway - Ahmedabad 8,Ahmedabad,Gujarat,380001.0,High Street,Donuts,2023-08-28,135.0,22660.93,167.86,4.0,11.0,6.0,64857.32,Cash,Drive-thru,Open,Company Owned
OUT10175,Kfc,KFC - Chandigarh 33,Chandigarh,Chandigarh,248001.0,Mall,Tacos,2024-02-10,192.0,31008.08,161.5,3.8,14.0,28.0,96453.23,UPI,Delivery,Open,Franchise
OUT10176,Dunkin',Dunkin' - Ahmedabad 17,Ahmedabad,Gujarat,395001.0,Food Court,Sandwich,2024-11-21,65.0,17981.32,276.64,4.3,6.0,25.0,94432.62,UPI,Takeaway,Closed,Company Owned
OUT10177,Pizza Hut,Pizza Hut - Puducherry 4,Puducherry,Puducherry,492001.0,High Street,Pizza,2023-10-02,90.0,12414.02,137.93,4.0,13.0,4.0,84700.78,Card,Delivery,Renovation,Franchise
OUT10178,Dunkin',Dunkin' - Indore 5,Indore,Madhya Pradesh,462001.0,Food Court,Fried Chicken,2024-11-09,166.0,21681.04,130.61,3.9,11.0,33.0,53660.76,Card,Dine-in,Closed,Company Owned
OUT10179,Burger King,Burger King - Hyderabad 34,Hyderabad,Telangana,500032.0,Food Court,Pizza,2023-07-16,194.0,25584.39,131.88,4.1,8.0,19.0,104565.94,Wallet,Takeaway,Open,Franchise
OUT10180,Dunkin',Dunkin' - Nagpur 33,Nagpur,Maharashtra,400601.0,Mall,Coffee & Snacks,2024-06-30,179.0,40165.5,224.39,4.5,16.0,25.0,91113.0,Cash,Takeaway,Closed,Franchise
OUT10181,Burger King,Burger King - Chandigarh 18,Chandigarh,Chandigarh,396210.0,Food Court,Donuts,2024-01-07,85.0,12786.31,150.43,3.9,17.0,6.0,79682.38,Wallet,Dine-in,Open,Franchise
OUT10182,Burger King,Burger King - Dehradun 14,Dehradun,Uttarakhand,492001.0,Food Court,Sandwich,2025-03-28,135.0,20868.44,154.58,3.8,29.0,25.0,124061.57,UPI,Drive-thru,Renovation,Company Owned
OUT10183,Taco Bell,Taco Bell - Faridabad 8,Faridabad,Haryana,396210.0,Food Court,Coffee & Snacks,2025-03-01,116.0,32420.78,279.49,5.0,10.0,17.0,73491.77,UPI,Drive-thru,Renovation,Franchise
OUT10184,Pizza Hut,Pizza Hut - Bhopal 18,Bhopal,Madhya Pradesh,799001.0,Standalone,Sandwich,2023-02-27,118.0,25604.77,216.99,4.5,18.0,26.0,109352.41,Card,Drive-thru,Renovation,Franchise
OUT10185,Kfc,KFC - Chennai 5,Chennai,Tamil Nadu,641001.0,Drive-Thru,Sandwich,2024-09-23,194.0,9660.76,49.8,3.6,30.0,6.0,110194.92,Card,Takeaway,Open,Company Owned
OUT10186,Burger King,Burger King - Noida 7,Noida,Uttar Pradesh,226001.0,Food Court,Fried Chicken,2025-05-16,165.0,21439.79,129.94,3.9,30.0,25.0,39448.28,Cash,Drive-thru,Open,Franchise
OUT10187,Wendy'S,Wendy's - Leh 29,Leh,Ladakh,751001.0,Drive-Thru,Burger,2024-12-17,135.0,30303.3,224.47,3.7,19.0,11.0,124873.48,Cash,Drive-thru,Closed,Company Owned
OUT10188,Domino'S,Domino's - Patna 12,Patna,Bihar,781001.0,Drive-Thru,Donuts,2023-10-28,128.0,26292.17,205.41,4.9,12.0,23.0,61630.65,Card,Takeaway,Renovation,Franchise
OUT10189,Domino'S,Domino's - Kavaratti 40,Kavaratti,Lakshadweep,248001.0,Standalone,Tacos,2025-01-22,181.0,4904.53,27.1,3.4,6.0,33.0,88893.91,Wallet,Drive-thru,Renovation,Company Owned
OUT10190,Dunkin',Dunkin' - Hyderabad 32,Hyderabad,Telangana,500001.0,Drive-Thru,Sandwich,2025-04-04,181.0,19213.22,106.15,4.1,21.0,24.0,111353.7,Cash,Drive-thru,Open,Company Owned
OUT10191,Kfc,KFC - Kohima 19,Kohima,Nagaland,797001.0,Drive-Thru,Fried Chicken,2025-02-01,155.0,23707.12,152.95,4.6,27.0,28.0,81497.31,Wallet,Delivery,Renovation,Company Owned
OUT10192,Burger King,Burger King - Udaipur 26,Udaipur,Rajasthan,302001.0,High Street,Pizza,2024-01-20,86.0,10573.81,122.95,3.7,28.0,21.0,22893.15,Wallet,Delivery,Closed,Company Owned
OUT10193,Starbucks,Starbucks - Thiruvananthapuram 18,Thiruvananthapuram,Kerala,737101.0,Mall,Donuts,2024-02-13,182.0,29401.25,161.55,3.7,10.0,10.0,50249.84,UPI,Delivery,Renovation,Franchise
OUT10194,Domino'S,Domino's - Bhubaneswar 14,Bhubaneswar,Odisha,800001.0,Food Court,Sandwich,2023-10-10,238.0,18446.07,77.5,4.1,14.0,4.0,116917.37,Cash,Delivery,Closed,Company Owned
OUT10195,Starbucks,Starbucks - Amritsar 23,Amritsar,Punjab,141001.0,Standalone,Tacos,2024-11-22,153.0,18862.78,123.29,4.3,6.0,3.0,84942.06,UPI,Drive-thru,Renovation,Franchise
OUT10196,Pizza Hut,Pizza Hut - Noida 9,Noida,Uttar Pradesh,226001.0,Standalone,Burger,2025-12-23,129.0,10491.0,81.33,4.1,19.0,19.0,54092.71,Cash,Delivery,Open,Franchise
OUT10197,Mcdonald'S,McDonald's - Pune 37,Pune,Maharashtra,440001.0,High Street,Sandwich,2023-08-31,124.0,33881.98,273.24,3.7,24.0,34.0,164761.06,Wallet,Dine-in,Closed,Company Owned
OUT10198,Subway,Subway - Ludhiana 20,Ludhiana,Punjab,143001.0,Standalone,Fried Chicken,2025-09-16,187.0,29079.93,155.51,4.3,8.0,16.0,31510.42,UPI,Dine-in,Open,Company Owned
OUT10199,Starbucks,Starbucks - Surat 8,Surat,Gujarat,395001.0,High Street,Fried Chicken,2025-09-26,144.0,8902.62,61.82,3.7,27.0,30.0,145224.09,Cash,Takeaway,Open,Company Owned
OUT10200,Kfc,KFC - Mysuru 12,Mysuru,Karnataka,570001.0,Drive-Thru,Fried Chicken,2025-05-01,145.0,11921.45,82.22,4.0,13.0,15.0,90397.55,UPI,Takeaway,Open,Franchise
OUT10201,Dunkin',Dunkin' - Nagpur 14,Nagpur,Maharashtra,400601.0,Drive-Thru,Burger,2023-07-10,183.0,28039.54,153.22,3.4,24.0,20.0,60535.64,Cash,Drive-thru,Open,Company Owned
OUT10202,Burger King,Burger King - Patna 11,Patna,Bihar,751001.0,Standalone,Burger,2025-02-21,73.0,29360.47,402.2,5.0,8.0,25.0,76915.01,Card,Delivery,Open,Franchise
OUT10203,Burger King,Burger King - Shillong 25,Shillong,Meghalaya,492001.0,High Street,Sandwich,2023-05-23,141.0,16967.16,120.33,3.9,30.0,23.0,78027.66,Card,Takeaway,Renovation,Franchise
OUT10204,Wendy'S,Wendy's - Shimla 24,Shimla,Himachal Pradesh,800001.0,High Street,Tacos,2023-06-02,162.0,23094.67,142.56,4.5,30.0,27.0,80570.41,Cash,Takeaway,Closed,Franchise
OUT10205,Burger King,Burger King - Pune 15,Pune,Maharashtra,400601.0,Mall,Burger,2023-07-11,181.0,11095.97,61.3,3.7,24.0,4.0,134463.83,Wallet,Delivery,Open,Company Owned
OUT10206,Burger King,Burger King - Pune 12,Pune,Maharashtra,422001.0,High Street,Fried Chicken,2024-11-03,89.0,8749.59,98.31,3.5,12.0,35.0,80332.26,Card,Delivery,Open,Franchise
OUT10207,Burger King,Burger King - Shillong 34,Shillong,Meghalaya,800001.0,Drive-Thru,Tacos,2024-06-08,186.0,18516.04,99.55,4.8,9.0,16.0,120973.93,Card,Takeaway,Open,Franchise
OUT10208,Burger King,Burger King - Daman 8,Daman,Dadra And Nagar Haveli And Daman And Diu,737101.0,Drive-Thru,Fried Chicken,2023-01-07,163.0,29913.43,183.52,3.8,8.0,30.0,12000.0,Cash,Takeaway,Open,Company Owned
OUT10209,Starbucks,Starbucks - Mumbai 19,Mumbai,Maharashtra,440001.0,Standalone,Pizza,2024-05-03,179.0,18854.38,105.33,5.0,13.0,24.0,140946.49,UPI,Takeaway,Open,Franchise
OUT10210,Dunkin',Dunkin' - Puducherry 6,Puducherry,Puducherry,396210.0,Standalone,Burger,2023-12-06,162.0,13964.53,86.2,5.0,28.0,14.0,99693.63,Wallet,Delivery,Open,Company Owned
OUT10211,Kfc,KFC - Bengaluru 24,Bengaluru,Karnataka,570001.0,High Street,Donuts,2024-05-19,259.0,17390.59,67.15,3.6,17.0,34.0,130150.71,UPI,Takeaway,Closed,Company Owned
OUT10212,Burger King,Burger King - Guwahati 14,Guwahati,Assam,396210.0,Standalone,Sandwich,2023-08-21,144.0,19394.99,134.69,5.0,7.0,11.0,90916.91,Cash,Dine-in,Renovation,Franchise
OUT10213,Burger King,Burger King - Kavaratti 16,Kavaratti,Lakshadweep,796001.0,Standalone,Burger,2025-08-26,143.0,19475.39,136.19,3.7,27.0,32.0,82512.73,Card,Delivery,Renovation,Franchise
OUT10214,Kfc,KFC - Hyderabad 29,Hyderabad,Telangana,500001.0,Standalone,Fried Chicken,2025-02-25,157.0,20873.37,132.95,3.9,8.0,28.0,12811.26,Cash,Takeaway,Open,Franchise
OUT10215,Subway,Subway - Jaipur 36,Jaipur,Rajasthan,313001.0,Mall,Pizza,2024-04-08,158.0,46074.95,291.61,4.0,10.0,9.0,92902.72,UPI,Takeaway,Open,Company Owned
OUT10216,Taco Bell,Taco Bell - Faridabad 9,Faridabad,Haryana,795001.0,High Street,Pizza,2023-07-02,161.0,26822.26,166.6,4.9,7.0,22.0,88226.94,Card,Delivery,Closed,Company Owned
OUT10217,Taco Bell,Taco Bell - Ludhiana 10,Ludhiana,Punjab,141001.0,Standalone,Burger,2025-07-04,203.0,17646.82,86.93,3.6,15.0,7.0,127883.24,Cash,Dine-in,Renovation,Franchise
OUT10218,Dunkin',Dunkin' - Faridabad 31,Faridabad,Haryana,248001.0,Mall,Tacos,2023-03-01,152.0,21838.81,143.68,5.0,7.0,16.0,105289.38,UPI,Drive-thru,Open,Company Owned
OUT10219,Taco Bell,Taco Bell - Vijayawada 26,Vijayawada,Andhra Pradesh,403001.0,Drive-Thru,Sandwich,2023-04-07,68.0,27281.96,401.21,3.3,19.0,26.0,64545.01,Cash,Takeaway,Closed,Company Owned
OUT10220,Pizza Hut,Pizza Hut - Udaipur 33,Udaipur,Rajasthan,313001.0,Drive-Thru,Coffee & Snacks,2025-10-19,201.0,14516.92,72.22,4.1,28.0,9.0,74661.18,Unknown,Drive-thru,Closed,Franchise
OUT10221,Subway,Subway - Ranchi 25,Ranchi,Jharkhand,682001.0,Food Court,Coffee & Snacks,2023-09-14,226.0,16749.33,74.11,4.4,22.0,28.0,55593.6,Wallet,Delivery,Open,Company Owned
OUT10222,Starbucks,Starbucks - New Delhi 22,New Delhi,Delhi,110017.0,Food Court,Coffee & Snacks,2024-05-21,222.0,26289.06,118.42,4.4,18.0,19.0,90705.34,UPI,Takeaway,Open,Company Owned
OUT10223,Pizza Hut,Pizza Hut - Ludhiana 30,Ludhiana,Punjab,143001.0,Food Court,Donuts,2024-03-22,159.0,29679.0,186.66,4.1,25.0,16.0,54022.71,Wallet,Drive-thru,Open,Franchise
OUT10224,Subway,Subway - Daman 7,Daman,Dadra And Nagar Haveli And Daman And Diu,751001.0,Drive-Thru,Burger,2024-06-10,154.0,12088.59,78.5,4.2,7.0,34.0,37443.92,Card,Dine-in,Open,Company Owned
OUT10225,Domino'S,Domino's - Chennai 20,Chennai,Tamil Nadu,641001.0,Mall,Coffee & Snacks,2023-04-18,166.0,25686.58,154.74,4.6,27.0,21.0,118301.65,UPI,Takeaway,Open,Franchise
OUT10226,Taco Bell,Taco Bell - Panaji 2,Panaji,Goa,799001.0,Standalone,Tacos,2025-10-29,156.0,26794.06,171.76,4.3,26.0,20.0,122228.85,Cash,Dine-in,Open,Company Owned
OUT10227,Taco Bell,Taco Bell - Mysuru 6,Mysuru,Karnataka,570001.0,High Street,Donuts,2025-09-10,107.0,14593.64,136.39,3.2,19.0,12.0,109898.09,Cash,Takeaway,Open,Company Owned
OUT10228,Mcdonald'S,McDonald's - Pune 32,Pune,Maharashtra,440001.0,High Street,Coffee & Snacks,2025-06-19,203.0,30896.96,152.2,3.3,17.0,4.0,156385.68,UPI,Delivery,Open,Franchise
OUT10229,Domino'S,Domino's - Kolkata 12,Kolkata,West Bengal,700091.0,Standalone,Tacos,2025-03-07,115.0,6461.64,56.19,4.5,18.0,15.0,98694.52,Wallet,Drive-thru,Closed,Company Owned
OUT10230,Dunkin',Dunkin' - Kohima 25,Kohima,Nagaland,492001.0,Drive-Thru,Coffee & Snacks,2025-09-12,63.0,7722.71,122.58,3.6,19.0,14.0,35925.71,UPI,Drive-thru,Open,Franchise
OUT10231,Starbucks,Starbucks - Hyderabad 40,Hyderabad,Telangana,500001.0,Drive-Thru,Fried Chicken,2024-07-25,145.0,36937.75,254.74,5.0,29.0,32.0,41459.66,Wallet,Takeaway,Renovation,Company Owned
OUT10232,Domino'S,Domino's - Faridabad 40,Faridabad,Haryana,797001.0,Mall,Burger,2024-09-14,163.0,18402.12,112.9,3.0,12.0,30.0,43533.48,UPI,Takeaway,Renovation,Franchise
OUT10233,Starbucks,Starbucks - Jaipur 39,Jaipur,Rajasthan,313001.0,Food Court,Pizza,2023-11-25,101.0,8670.96,85.85,4.5,5.0,21.0,45845.39,Card,Drive-thru,Open,Company Owned
OUT10234,Domino'S,Domino's - Visakhapatnam 7,Visakhapatnam,Andhra Pradesh,834001.0,Drive-Thru,Sandwich,2024-12-17,121.0,28988.91,239.58,3.7,5.0,32.0,92973.48,Wallet,Dine-in,Renovation,Company Owned
OUT10235,Pizza Hut,Pizza Hut - Pune 39,Pune,Maharashtra,400001.0,Mall,Pizza,2024-12-14,149.0,18375.83,123.33,4.2,19.0,5.0,50246.0,Wallet,Drive-thru,Open,Franchise
OUT10236,Burger King,Burger King - Ludhiana 39,Ludhiana,Punjab,141001.0,Drive-Thru,Sandwich,2023-04-01,244.0,7252.73,29.72,4.2,26.0,8.0,74559.29,Wallet,Dine-in,Open,Company Owned
OUT10237,Domino'S,Domino's - Srinagar 12,Srinagar,Jammu And Kashmir,682553.0,Mall,Coffee & Snacks,2024-08-11,182.0,22684.55,124.64,3.7,18.0,3.0,37444.31,Wallet,Drive-thru,Open,Company Owned
OUT10238,Subway,Subway - Puducherry 17,Puducherry,Puducherry,396210.0,Food Court,Fried Chicken,2023-09-27,200.0,11901.33,59.51,3.1,8.0,12.0,55917.35,Cash,Delivery,Open,Franchise
OUT10239,Burger King,Burger King - Chandigarh 29,Chandigarh,Chandigarh,682553.0,Standalone,Donuts,2023-06-22,168.0,12587.8,74.93,4.9,5.0,19.0,88897.57,Card,Takeaway,Open,Franchise
OUT10240,Wendy'S,Wendy's - Kavaratti 26,Kavaratti,Lakshadweep,492001.0,Drive-Thru,Fried Chicken,2023-11-16,115.0,21223.58,184.55,4.1,23.0,23.0,102108.87,Wallet,Delivery,Closed,Franchise
OUT10241,Kfc,KFC - Patna 8,Patna,Bihar,744101.0,Mall,Fried Chicken,2024-06-19,236.0,13860.92,58.73,4.0,14.0,13.0,90294.95,Cash,Drive-thru,Renovation,Company Owned
OUT10242,Pizza Hut,Pizza Hut - Thane 23,Thane,Maharashtra,400001.0,Mall,Fried Chicken,2023-03-18,182.0,11533.92,63.37,3.3,26.0,33.0,12000.0,Wallet,Takeaway,Closed,Company Owned
OUT10243,Starbucks,Starbucks - Udaipur 3,Udaipur,Rajasthan,302001.0,Mall,Burger,2025-09-18,211.0,4214.08,19.97,4.2,20.0,8.0,102195.95,UPI,Dine-in,Open,Franchise
OUT10244,Dunkin',Dunkin' - Itanagar 28,Itanagar,Arunachal Pradesh,800001.0,Food Court,Donuts,2024-02-25,153.0,13943.36,91.13,5.0,12.0,33.0,83267.7,Wallet,Delivery,Open,Franchise
OUT10245,Taco Bell,Taco Bell - Jaipur 12,Jaipur,Rajasthan,313001.0,Mall,Coffee & Snacks,2023-11-24,56.0,18863.56,336.85,4.3,12.0,24.0,76291.88,Card,Dine-in,Open,Company Owned
